Year,Country,fertility,life,population,child_mortality,gdp,region
1977,Australia,2.007,73.49,14227905,15.3,22373,East Asia & Pacific
1978,Australia,1.949,73.88,14379565,14.4,22763,East Asia & Pacific
1979,Australia,1.907,74.44,14536839,13.6,23697,East Asia & Pacific
1980,Australia,1.891,74.6,14709918,13,23872,East Asia & Pacific
1981,Australia,1.935,74.96,14901610,12.5,24308,East Asia & Pacific
1982,Australia,1.929,74.74,15109659,12.2,23884,East Asia & Pacific
1983,Australia,1.924,75.55,15332790,11.9,23584,East Asia & Pacific
1984,Australia,1.84,76.02,15567927,11.6,24934,East Asia & Pacific
1985,Australia,1.923,75.45,15812088,11.3,25875,East Asia & Pacific
1986,Australia,1.868,76.13,16066496,11,26057,East Asia & Pacific
1987,Australia,1.845,76.32,16330369,10.6,26969,East Asia & Pacific
1988,Australia,1.831,76.35,16596096,10.2,27757,East Asia & Pacific
1989,Australia,1.838,76.45,16853690,9.7,28556,East Asia & Pacific
1990,Australia,1.902,77.05,17096153,9.2,28604,East Asia & Pacific
1991,Australia,1.849,77.54,17320633,8.6,28122,East Asia & Pacific
1992,Australia,1.888,77.54,17529469,8.1,27895,East Asia & Pacific
1993,Australia,1.859,78.07,17727413,7.7,28732,East Asia & Pacific
1994,Australia,1.842,78.07,17921818,7.3,29580,East Asia & Pacific
1995,Australia,1.822,78.45,18118416,7,30359,East Asia & Pacific
1996,Australia,1.796,78.53,18319637,6.8,31145,East Asia & Pacific
1997,Australia,1.778,78.79,18525153,6.6,32013,East Asia & Pacific
1998,Australia,1.762,79.28,18734878,6.5,33085,East Asia & Pacific
1999,Australia,1.755,79.53,18947894,6.4,34346,East Asia & Pacific
2000,Australia,1.756,79.93,19164351,6.2,35253,East Asia & Pacific
2001,Australia,1.729,80.27,19382188,6.1,35452,East Asia & Pacific
2002,Australia,1.756,80.29,19604051,6,36375,East Asia & Pacific
2003,Australia,1.748,80.69,19840120,5.9,37035,East Asia & Pacific
2004,Australia,1.763,81.04,20103822,5.9,38130,East Asia & Pacific
2005,Australia,1.791,81.44,20403520,5.7,38840,East Asia & Pacific
2006,Australia,1.817,81.63,20744295,5.6,39416,East Asia & Pacific
2007,Australia,1.92,81.67,21119988,5.4,40643,East Asia & Pacific
2008,Australia,1.956,81.567,21513817,5.2,41312,East Asia & Pacific
2009,Australia,1.903,81.937,21902300,5,41170,East Asia & Pacific
2010,Australia,1.886,82.091,22268384,4.8,41330,East Asia & Pacific
2011,Australia,1.884,82.231,22605732,4.5,41706,East Asia & Pacific
2012,Australia,1.887,82.364,22918688,4.2,42522,East Asia & Pacific
2013,Australia,1.882,82.496,23213944,4,42840,East Asia & Pacific
1964,Austria,2.795,70.16,7220812,34.2,13915,Europe & Central Asia
1965,Austria,2.703,69.95,7268015,32.7,14213,Europe & Central Asia
1966,Austria,2.663,70.26,7312775,31.5,14898,Europe & Central Asia
1967,Austria,2.621,70.14,7355039,30.5,15228,Europe & Central Asia
1968,Austria,2.586,70.29,7394601,29.8,15814,Europe & Central Asia
1969,Austria,2.488,70.06,7431574,29.3,16743,Europe & Central Asia
1970,Austria,2.292,70.11,7465908,29,17865,Europe & Central Asia
1971,Austria,2.2,70.31,7497731,28.7,18698,Europe & Central Asia
1972,Austria,2.085,70.63,7526469,28,19747,Europe & Central Asia
1973,Austria,1.938,71.21,7550638,26.8,20602,Europe & Central Asia
1974,Austria,1.908,71.2,7568347,25.1,21381,Europe & Central Asia
1975,Austria,1.827,71.33,7578498,23.1,21364,Europe & Central Asia
1976,Austria,1.688,71.82,7580564,21.1,22385,Europe & Central Asia
1977,Austria,1.631,72.17,7575669,19.4,23427,Europe & Central Asia
1978,Austria,1.604,72.25,7566450,18.1,23364,Europe & Central Asia
1979,Austria,1.598,72.56,7556551,17.1,24684,Europe & Central Asia
1980,Austria,1.652,72.7,7548798,16.3,25259,Europe & Central Asia
1981,Austria,1.674,73.02,7544359,15.5,25187,Europe & Central Asia
1982,Austria,1.661,73.18,7543194,14.8,25637,Europe & Central Asia
1983,Austria,1.559,73.25,7545472,14.1,26435,Europe & Central Asia
1984,Austria,1.522,73.79,7550960,13.3,26522,Europe & Central Asia
1985,Austria,1.474,74.01,7559621,12.6,27100,Europe & Central Asia
1986,Austria,1.449,74.49,7570906,11.8,27707,Europe & Central Asia
1987,Austria,1.432,74.93,7585345,11.1,28136,Europe & Central Asia
1988,Austria,1.447,75.41,7605095,10.5,28951,Europe & Central Asia
1989,Austria,1.446,75.5,7632984,10,30067,Europe & Central Asia
1990,Austria,1.457,75.77,7670513,9.5,31053,Europe & Central Asia
1991,Austria,1.507,75.83,7719577,9,31802,Europe & Central Asia
1992,Austria,1.505,76.04,7778255,8.5,32113,Europe & Central Asia
1993,Austria,1.501,76.27,7839625,8,32017,Europe & Central Asia
1994,Austria,1.465,76.59,7894229,7.4,32660,Europe & Central Asia
1995,Austria,1.424,76.83,7935624,6.8,33480,Europe & Central Asia
1996,Austria,1.446,77.1,7960464,6.4,34237,Europe & Central Asia
1997,Austria,1.393,77.5,7971553,6,34952,Europe & Central Asia
1998,Austria,1.37,77.87,7976117,5.8,36157,Europe & Central Asia
1999,Austria,1.34,78.05,7984694,5.6,37382,Europe & Central Asia
2000,Austria,1.365,78.33,8004712,5.5,38548,Europe & Central Asia
2001,Austria,1.33,78.83,8038480,5.4,38919,Europe & Central Asia
2002,Austria,1.393,78.96,8083059,5.3,39370,Europe & Central Asia
2003,Austria,1.376,78.96,8134235,5.2,39475,Europe & Central Asia
2004,Austria,1.419,79.47,8185553,5,40292,Europe & Central Asia
2005,Austria,1.406,79.64,8232196,4.9,40875,Europe & Central Asia
2006,Austria,1.405,80.1,8273208,4.8,42036,Europe & Central Asia
2007,Austria,1.379,80.3,8309783,4.6,43418,Europe & Central Asia
2008,Austria,1.411,80.51,8341806,4.6,43952,Europe & Central Asia
2009,Austria,1.391,80.392,8369639,4.5,42171,Europe & Central Asia
2010,Austria,1.438,80.595,8393644,4.4,42861,Europe & Central Asia
2011,Austria,1.443,80.785,8413429,4.2,44029,Europe & Central Asia
2012,Austria,1.457,80.965,8428915,4,44216,Europe & Central Asia
2013,Austria,1.471,81.137,8441263,3.9,44059,Europe & Central Asia
1964,Azerbaijan,5.468,62.701,4440733,93.61,5751,Europe & Central Asia
1965,Azerbaijan,5.352,63.117,4574500,90.2,6012,Europe & Central Asia
1966,Azerbaijan,5.21,63.533,4702919,86.86,6241,Europe & Central Asia
1967,Azerbaijan,5.056,63.945,4826262,83.54,6458,Europe & Central Asia
1968,Azerbaijan,4.901,64.342,4944932,80.41,6778,Europe & Central Asia
1969,Azerbaijan,4.753,64.712,5059921,77.44,6819,Europe & Central Asia
1970,Azerbaijan,4.612,65.035,5172002,75.11,7285,Europe & Central Asia
1971,Azerbaijan,4.479,65.287,5281238,72.93,7416,Europe & Central Asia
1972,Azerbaijan,4.348,65.457,5387375,71.36,7395,Europe & Central Asia
1973,Azerbaijan,4.216,65.545,5490572,74.39,7952,Europe & Central Asia
1974,Azerbaijan,4.084,65.554,5591016,77.55,8076,Europe & Central Asia
1975,Azerbaijan,3.95,65.496,5688997,80.85,7994,Europe & Central Asia
1976,Azerbaijan,3.814,65.387,5784587,84.29,8263,Europe & Central Asia
1977,Azerbaijan,3.676,65.254,5878259,87.87,8351,Europe & Central Asia
1978,Azerbaijan,3.539,65.124,5971198,91.6,8456,Europe & Central Asia
1979,Azerbaijan,3.407,65.017,6064905,95.5,8315,Europe & Central Asia
1980,Azerbaijan,3.286,64.964,6160502,120.86,8228,Europe & Central Asia
1981,Azerbaijan,3.179,64.996,6258490,120.54,8205,Europe & Central Asia
1982,Azerbaijan,3.092,65.108,6358780,108.2,8307,Europe & Central Asia
1983,Azerbaijan,3.026,65.283,6461139,105.7,8469,Europe & Central Asia
1984,Azerbaijan,2.98,65.499,6565062,103.3,8466,Europe & Central Asia
1985,Azerbaijan,2.954,65.695,6670151,101.1,8435,Europe & Central Asia
1986,Azerbaijan,2.947,65.796,6775858,99,8673,Europe & Central Asia
1987,Azerbaijan,2.953,65.757,6882160,97.2,8679,Europe & Central Asia
1988,Azerbaijan,2.964,65.567,6989708,95.8,8760,Europe & Central Asia
1989,Azerbaijan,2.973,65.246,7099449,94.9,8814,Europe & Central Asia
1990,Azerbaijan,2.969,64.858,7211692,94.7,8513,Europe & Central Asia
1991,Azerbaijan,2.94,64.494,7327570,95,8323,Europe & Central Asia
1992,Azerbaijan,2.883,64.245,7445925,95.4,6346,Europe & Central Asia
1993,Azerbaijan,2.799,64.171,7562075,95.7,4806,Europe & Central Asia
1994,Azerbaijan,2.688,64.291,7669735,95.5,3808,Europe & Central Asia
1995,Azerbaijan,2.561,64.591,7764798,94.3,3320,Europe & Central Asia
1996,Azerbaijan,2.427,65.023,7845310,92.1,3329,Europe & Central Asia
1997,Azerbaijan,2.301,65.511,7913692,88.6,3488,Europe & Central Asia
1998,Azerbaijan,2.193,65.99,7975648,84.2,3801,Europe & Central Asia
1999,Azerbaijan,2.108,66.438,8039312,79.3,4047,Europe & Central Asia
2000,Azerbaijan,2.049,66.851,8110723,74,4459,Europe & Central Asia
2001,Azerbaijan,2.014,67.249,8191464,68.8,4863,Europe & Central Asia
2002,Azerbaijan,1.997,67.662,8280252,63.8,5338,Europe & Central Asia
2003,Azerbaijan,1.989,68.105,8376733,59.3,5891,Europe & Central Asia
2004,Azerbaijan,1.987,68.57,8479668,55.2,6435,Europe & Central Asia
2005,Azerbaijan,1.988,69.033,8587902,51.7,8052,Europe & Central Asia
2006,Azerbaijan,1.989,69.466,8701719,48.6,10711,Europe & Central Asia
2007,Azerbaijan,1.989,69.841,8821012,45.8,13243,Europe & Central Asia
2008,Azerbaijan,1.986,70.142,8943600,43.3,14365,Europe & Central Asia
2009,Azerbaijan,1.98,70.366,9066604,41,15394,Europe & Central Asia
2010,Azerbaijan,1.97,70.518,9187783,39,15950,Europe & Central Asia
2011,Azerbaijan,1.956,70.616,9306023,37.3,15754,Europe & Central Asia
2012,Azerbaijan,1.94,70.686,9421233,35.7,15888,Europe & Central Asia
2013,Azerbaijan,1.924,70.753,9533445,34.2,16593,Europe & Central Asia
1964,Bahamas,4.22,64.189,133709,48.56,18160,America
1965,Bahamas,4.057,64.498,140063,42.84,19156,America
1966,Bahamas,3.893,64.8,146379,37.79,20007,America
1967,Bahamas,3.75,65.095,152623,33.33,21048,America
1968,Bahamas,3.641,65.383,158644,29.4,21975,America
1969,Bahamas,3.571,65.665,164263,30,23154,America
1970,Bahamas,3.531,65.943,169367,30.6,21210,America
1971,Bahamas,3.504,66.218,173875,31.2,21018,America
1972,Bahamas,3.469,66.49,177849,31.7,19856,America
1973,Bahamas,3.411,66.759,181490,32.1,20957,America
1974,Bahamas,3.33,67.027,185091,32.2,17127,America
1975,Bahamas,3.234,67.291,188870,32.2,14320,America
1976,Bahamas,3.139,67.55,192885,31.9,14767,America
1977,Bahamas,3.062,67.803,197090,31.5,15790,America
1978,Bahamas,3.012,68.05,201474,31,17660,America
1979,Bahamas,2.99,68.29,205990,30.5,21812,America
1980,Bahamas,2.989,68.524,210600,29.9,22747,America
1981,Bahamas,2.994,68.755,215330,29.4,21634,America
1982,Bahamas,2.989,68.984,220188,28.9,22519,America
1983,Bahamas,2.965,69.212,225083,28.6,23560,America
1984,Bahamas,2.919,69.438,229899,28.2,23646,America
1985,Bahamas,2.857,69.663,234553,27.9,24154,America
1986,Bahamas,2.789,69.886,238989,27.3,24343,America
1987,Bahamas,2.728,70.104,243236,26.5,24818,America
1988,Bahamas,2.683,70.316,247409,25.6,24959,America
1989,Bahamas,2.654,70.518,251671,24.6,25109,America
1990,Bahamas,2.639,70.705,256128,23.5,24281,America
1991,Bahamas,2.631,70.869,260845,22.5,22841,America
1992,Bahamas,2.621,71.01,265761,21.6,21555,America
1993,Bahamas,2.601,71.131,270701,20.6,21222,America
1994,Bahamas,2.566,71.239,275426,19.6,21516,America
1995,Bahamas,2.514,71.351,279774,18.7,22119,America
1996,Bahamas,2.443,71.482,283677,17.8,22758,America
1997,Bahamas,2.357,71.646,287217,17,22971,America
1998,Bahamas,2.263,71.85,290571,16.4,23799,America
1999,Bahamas,2.165,72.093,293988,15.9,25193,America
2000,Bahamas,2.071,72.37,297651,15.7,25858,America
2001,Bahamas,1.989,72.668,301606,15.5,26078,America
2002,Bahamas,1.924,72.971,305801,15.5,26260,America
2003,Bahamas,1.88,73.264,310201,15.4,25387,America
2004,Bahamas,1.857,73.538,314739,15.4,25073,America
2005,Bahamas,1.853,73.787,319358,15.3,25397,America
2006,Bahamas,1.862,74.011,324066,15.1,25530,America
2007,Bahamas,1.876,74.216,328861,14.8,25412,America
2008,Bahamas,1.889,74.407,333661,14.5,24373,America
2009,Bahamas,1.898,74.587,338358,14.2,22950,America
2010,Bahamas,1.901,74.757,342877,13.9,22915,America
2011,Bahamas,1.898,74.92,347176,13.5,22689,America
2012,Bahamas,1.893,75.079,351275,13.2,22841,America
2013,Bahamas,1.888,75.237,355233,12.8,22518,America
1964,Bahrain,7.192,57.182,181833,138.9,24751,Middle East & North Africa
1965,Bahrain,7.165,58.389,186351,126.3,25662,Middle East & North Africa
1966,Bahrain,7.101,59.526,190734,114.7,26651,Middle East & North Africa
1967,Bahrain,6.998,60.599,195111,104,27726,Middle East & North Africa
1968,Bahrain,6.86,61.611,199818,94.1,28802,Middle East & North Africa
1969,Bahrain,6.69,62.562,205291,85,29943,Middle East & North Africa
1970,Bahrain,6.498,63.45,211878,76.8,31232,Middle East & North Africa
1971,Bahrain,6.293,64.276,219532,69.3,31102,Middle East & North Africa
1972,Bahrain,6.089,65.043,228255,62.7,33824,Middle East & North Africa
1973,Bahrain,5.895,65.757,238468,56.9,35688,Middle East & North Africa
1974,Bahrain,5.716,66.421,250683,51.8,36456,Middle East & North Africa
1975,Bahrain,5.556,67.04,265160,47.4,33509,Middle East & North Africa
1976,Bahrain,5.414,67.615,282245,43.6,41062,Middle East & North Africa
1977,Bahrain,5.283,68.151,301559,40.2,40589,Middle East & North Africa
1978,Bahrain,5.157,68.65,321751,37.2,36597,Middle East & North Africa
1979,Bahrain,5.036,69.116,340980,34.6,40292,Middle East & North Africa
1980,Bahrain,4.917,69.549,357957,32.3,44996,Middle East & North Africa
1981,Bahrain,4.802,69.95,372074,30.3,42034,Middle East & North Africa
1982,Bahrain,4.69,70.319,383785,28.6,38841,Middle East & North Africa
1983,Bahrain,4.581,70.656,394164,27.2,38395,Middle East & North Africa
1984,Bahrain,4.472,70.965,404829,25.9,41099,Middle East & North Africa
1985,Bahrain,4.362,71.248,416929,24.9,32131,Middle East & North Africa
1986,Bahrain,4.248,71.507,430845,24.2,29586,Middle East & North Africa
1987,Bahrain,4.128,71.745,446142,23.6,28401,Middle East & North Africa
1988,Bahrain,4.002,71.967,462184,23.3,31346,Middle East & North Africa
1989,Bahrain,3.872,72.177,477995,23.2,32515,Middle East & North Africa
1990,Bahrain,3.738,72.382,492891,23,35398,Middle East & North Africa
1991,Bahrain,3.601,72.587,506685,22.7,38315,Middle East & North Africa
1992,Bahrain,3.466,72.794,519696,22,39854,Middle East & North Africa
1993,Bahrain,3.335,73.004,532362,21,43894,Middle East & North Africa
1994,Bahrain,3.212,73.22,545329,19.6,42712,Middle East & North Africa
1995,Bahrain,3.1,73.439,559069,18.1,43244,Middle East & North Africa
1996,Bahrain,3.005,73.661,574914,16.6,43781,Middle East & North Africa
1997,Bahrain,2.926,73.879,592986,15.2,43798,Middle East & North Africa
1998,Bahrain,2.862,74.092,611237,14.1,44399,Middle East & North Africa
1999,Bahrain,2.81,74.298,626765,13.2,44619,Middle East & North Africa
2000,Bahrain,2.765,74.497,638193,12.6,45063,Middle East & North Africa
2001,Bahrain,2.718,74.69,642510,12.1,44169,Middle East & North Africa
2002,Bahrain,2.665,74.879,642070,11.8,43654,Middle East & North Africa
2003,Bahrain,2.602,75.064,647164,11.5,43914,Middle East & North Africa
2004,Bahrain,2.529,75.247,671760,11.2,44206,Middle East & North Africa
2005,Bahrain,2.449,75.424,724807,10.9,44031,Middle East & North Africa
2006,Bahrain,2.367,75.595,811410,10.5,43358,Middle East & North Africa
2007,Bahrain,2.292,75.759,925733,10,43251,Middle East & North Africa
2008,Bahrain,2.229,75.914,1052359,9.4,42507,Middle East & North Africa
2009,Bahrain,2.179,76.062,1169578,8.8,40825,Middle East & North Africa
2010,Bahrain,2.142,76.203,1261835,8.3,40553,Middle East & North Africa
2011,Bahrain,2.115,76.339,1323535,7.8,40083,Middle East & North Africa
2012,Bahrain,2.094,76.474,1359485,7.3,40732,Middle East & North Africa
2013,Bahrain,2.075,76.608,1377273,6.9,42444,Middle East & North Africa
1964,Bangladesh,6.853,49.297,56071080,240.4,1138,South Asia
1965,Bangladesh,6.878,49.652,57791778,236,1177,South Asia
1966,Bangladesh,6.901,49.734,59681186,232.3,1169,South Asia
1967,Bangladesh,6.92,49.509,61702785,229.4,1122,South Asia
1968,Bangladesh,6.935,49.008,63703327,227.1,1202,South Asia
1969,Bangladesh,6.945,48.307,65474474,225.4,1195,South Asia
1970,Bangladesh,6.947,47.58,66881158,224.1,1226,South Asia
1971,Bangladesh,6.942,47.046,67849312,223,1142,South Asia
1972,Bangladesh,6.928,46.874,68461849,222,986,South Asia
1973,Bangladesh,6.904,47.162,68933357,220.7,971,South Asia
1974,Bangladesh,6.869,47.918,69567500,219.1,1069,South Asia
1975,Bangladesh,6.821,49.061,70582168,217.1,1035,South Asia
1976,Bangladesh,6.758,50.435,72053923,214.5,1059,South Asia
1977,Bangladesh,6.68,51.828,73915723,211.2,1038,South Asia
1978,Bangladesh,6.587,53.071,76066342,207.4,1082,South Asia
1979,Bangladesh,6.48,54.093,78342736,203.3,1101,South Asia
1980,Bangladesh,6.356,54.872,80624423,198.9,1079,South Asia
1981,Bangladesh,6.216,55.446,82883616,194.2,1085,South Asia
1982,Bangladesh,6.06,55.921,85156396,189.4,1071,South Asia
1983,Bangladesh,5.89,56.384,87459802,184.4,1097,South Asia
1984,Bangladesh,5.71,56.861,89828434,179.1,1131,South Asia
1985,Bangladesh,5.522,57.368,92283598,173.5,1142,South Asia
1986,Bangladesh,5.327,57.9,94825499,167.7,1169,South Asia
1987,Bangladesh,5.13,58.439,97429290,161.8,1196,South Asia
1988,Bangladesh,4.932,58.97,100062322,155.8,1208,South Asia
1989,Bangladesh,4.738,59.493,102681627,149.7,1216,South Asia
1990,Bangladesh,4.55,60.014,105256026,143.7,1274,South Asia
1991,Bangladesh,4.37,60.537,107768749,137.7,1287,South Asia
1992,Bangladesh,4.197,61.066,110225555,131.7,1327,South Asia
1993,Bangladesh,4.033,61.602,112645460,125.8,1360,South Asia
1994,Bangladesh,3.878,62.146,115059015,119.9,1383,South Asia
1995,Bangladesh,3.732,62.693,117486952,114.2,1424,South Asia
1996,Bangladesh,3.596,63.24,119928682,108.6,1457,South Asia
1997,Bangladesh,3.468,63.78,122370403,103.2,1492,South Asia
1998,Bangladesh,3.346,64.307,124803351,97.9,1538,South Asia
1999,Bangladesh,3.231,64.819,127214841,92.8,1579,South Asia
2000,Bangladesh,3.12,65.309,129592275,88,1632,South Asia
2001,Bangladesh,3.011,65.777,131944584,83.5,1685,South Asia
2002,Bangladesh,2.905,66.223,134266428,79,1721,South Asia
2003,Bangladesh,2.802,66.651,136514768,74.8,1774,South Asia
2004,Bangladesh,2.702,67.064,138633401,70.7,1840,South Asia
2005,Bangladesh,2.607,67.465,140587922,66.8,1934,South Asia
2006,Bangladesh,2.52,67.86,142353501,63,2038,South Asia
2007,Bangladesh,2.443,68.253,143956805,59.4,2158,South Asia
2008,Bangladesh,2.377,68.648,145478300,55.9,2265,South Asia
2009,Bangladesh,2.322,69.046,147030145,52.6,2355,South Asia
2010,Bangladesh,2.277,69.449,148692131,49.6,2459,South Asia
2011,Bangladesh,2.24,69.854,150493658,46.7,2589,South Asia
2012,Bangladesh,2.208,70.258,152408774,44,2725,South Asia
2013,Bangladesh,2.177,70.657,154393847,41.6,2853,South Asia
1964,Barbados,4.094,62.819,234455,64.7,5681,America
1965,Barbados,3.963,63.236,235271,61.3,6309,America
1966,Barbados,3.807,63.641,235912,58.2,6544,America
1967,Barbados,3.637,64.036,236443,55.5,7223,America
1968,Barbados,3.46,64.422,236974,53,7705,America
1969,Barbados,3.284,64.798,237657,50.5,8261,America
1970,Barbados,3.113,65.164,238593,48.1,9013,America
1971,Barbados,2.949,65.519,239841,45.8,9109,America
1972,Barbados,2.794,65.863,241345,43.4,9148,America
1973,Barbados,2.648,66.195,242949,41.1,9277,America
1974,Barbados,2.513,66.519,244433,38.9,10465,America
1975,Barbados,2.393,66.834,245646,36.7,10203,America
1976,Barbados,2.288,67.145,246523,34.6,10605,America
1977,Barbados,2.198,67.454,247128,32.6,10981,America
1978,Barbados,2.121,67.762,247589,30.6,11501,America
1979,Barbados,2.057,68.068,248101,28.9,12364,America
1980,Barbados,2.004,68.374,248796,27.2,12885,America
1981,Barbados,1.96,68.675,249716,25.8,12557,America
1982,Barbados,1.922,68.972,250809,24.6,11845,America
1983,Barbados,1.889,69.26,252017,23.6,11793,America
1984,Barbados,1.858,69.54,253244,22.8,12097,America
1985,Barbados,1.83,69.812,254419,22,12115,America
